iter	RMSE_SumError	RMSE_SumWeight	MAE_SumError	MAE_SumWeight	MAPE_SumError	MAPE_SumWeight
0	2.92236657e+10	2000	5808634.591	2000	3638.075831	2000
1	2.660083378e+10	2000	5514265.679	2000	3454.39201	2000
2	2.429810961e+10	2000	5237094.381	2000	3276.115815	2000
3	2.221003058e+10	2000	4980818.862	2000	3109.670665	2000
4	2.03791129e+10	2000	4747433.9	2000	2956.282446	2000
5	1.871287251e+10	2000	4523538.276	2000	2809.013892	2000
6	1.725961446e+10	2000	4321319.722	2000	2677.388471	2000
7	1.596816036e+10	2000	4138025.642	2000	2549.711285	2000
8	1.477184229e+10	2000	3953397.599	2000	2435.705419	2000
9	1.369785228e+10	2000	3783090.407	2000	2329.501664	2000
10	1.255473927e+10	2000	3604392.766	2000	2209.893703	2000
11	1.147673215e+10	2000	3434203.907	2000	2099.874078	2000
12	1.064166442e+10	2000	3290208.219	2000	2000.157982	2000
13	9793030116	2000	3143437.717	2000	1913.714544	2000
14	9062237507	2000	3012967.558	2000	1838.334703	2000
15	8449154470	2000	2891963.794	2000	1753.73868	2000
16	7822881288	2000	2768456.994	2000	1665.819027	2000
17	7203211483	2000	2650209.941	2000	1601.191052	2000
18	6642272880	2000	2538250.379	2000	1538.3639	2000
19	6215926843	2000	2442157.742	2000	1465.818823	2000
20	5795221995	2000	2353535.469	2000	1414.729469	2000
21	5377180562	2000	2258082.086	2000	1359.41449	2000
22	5060465458	2000	2185048.56	2000	1313.632778	2000
23	4724473987	2000	2107481.338	2000	1253.253694	2000
24	4445651864	2000	2030274.592	2000	1204.32269	2000
25	4138940177	2000	1951054.444	2000	1151.025631	2000
26	3894567590	2000	1881233.542	2000	1108.212505	2000
27	3678079051	2000	1828117.358	2000	1080.685675	2000
28	3471965056	2000	1769942.417	2000	1046.439403	2000
29	3296654144	2000	1712480.01	2000	1003.518132	2000
30	3148027760	2000	1664189.887	2000	960.9084689	2000
31	2978362864	2000	1608679.815	2000	922.3162626	2000
32	2833756202	2000	1562688.504	2000	892.2361855	2000
33	2682351707	2000	1511134.141	2000	852.0009022	2000
34	2555881536	2000	1462610.019	2000	814.2444146	2000
35	2451237520	2000	1424450.419	2000	788.5186384	2000
36	2386412244	2000	1400460.9	2000	774.7323385	2000
37	2286455988	2000	1357712.635	2000	741.0625494	2000
38	2205907085	2000	1326260.222	2000	719.8363635	2000
39	2115815060	2000	1294459.861	2000	694.5085189	2000
40	2045483569	2000	1263176.8	2000	666.683011	2000
41	1982241516	2000	1235121.429	2000	643.599101	2000
42	1907303993	2000	1201480.62	2000	621.0984074	2000
43	1864659139	2000	1176702.92	2000	597.5328479	2000
44	1811039610	2000	1147955.888	2000	574.0900367	2000
45	1767157866	2000	1126304.431	2000	554.2187831	2000
46	1721433122	2000	1102244.012	2000	534.01258	2000
47	1678481151	2000	1084310.468	2000	517.6420337	2000
48	1631287597	2000	1060731.941	2000	501.1359476	2000
49	1593864811	2000	1045399.107	2000	492.2304781	2000
50	1559435695	2000	1025885.818	2000	475.2220428	2000
51	1519268247	2000	1012219.057	2000	467.5964761	2000
52	1484402605	2000	999157.2267	2000	457.3524938	2000
53	1446457200	2000	980037.3752	2000	441.7249285	2000
54	1410906295	2000	964522.5063	2000	431.2502022	2000
55	1382550782	2000	948790.4099	2000	419.759716	2000
56	1365523944	2000	937265.1926	2000	407.7115061	2000
57	1340513456	2000	924711.8212	2000	396.9060617	2000
58	1324007768	2000	917552.1028	2000	392.7966152	2000
59	1302741628	2000	906765.7638	2000	383.3981515	2000
60	1277568471	2000	896283.8395	2000	373.2168808	2000
61	1260133532	2000	885080.1876	2000	363.1049454	2000
62	1245447098	2000	877168.2086	2000	356.9414985	2000
63	1229648510	2000	867755.4675	2000	347.8243979	2000
64	1203508251	2000	858121.3989	2000	341.5965187	2000
65	1191090265	2000	852932.3157	2000	339.2485744	2000
66	1168426905	2000	844267.4607	2000	330.928938	2000
67	1150214673	2000	834809.1158	2000	323.0245037	2000
68	1132038634	2000	828671.9708	2000	319.8922698	2000
69	1119550267	2000	821408.8792	2000	312.839865	2000
70	1098365256	2000	814400.5626	2000	308.3355041	2000
71	1084388587	2000	808444.4312	2000	303.3712789	2000
72	1077024312	2000	805021.0012	2000	301.2298982	2000
73	1070473745	2000	800282.1242	2000	295.5408644	2000
74	1055751469	2000	795224.479	2000	293.0885191	2000
75	1047832934	2000	792136.7186	2000	290.7679916	2000
76	1039896653	2000	789109.1508	2000	289.582606	2000
77	1035149514	2000	786004.6403	2000	285.9759243	2000
78	1026421591	2000	780637.4147	2000	281.2008783	2000
79	1021506034	2000	776702.8412	2000	276.5790143	2000
80	1014795124	2000	772539.6181	2000	272.0813463	2000
81	1009152857	2000	768714.0922	2000	267.9512476	2000
82	995752277.6	2000	762949.6987	2000	263.9498712	2000
83	984060292.4	2000	758645.9882	2000	262.150349	2000
84	970930375.8	2000	753477.7604	2000	260.1153736	2000
85	963532992.8	2000	749356.0958	2000	257.5652291	2000
86	956985936.3	2000	746711.6355	2000	256.7281003	2000
87	951702002.9	2000	743921.1747	2000	253.6113951	2000
88	947171978	2000	742343.4734	2000	253.3313927	2000
89	939325976.8	2000	739579.6365	2000	252.1513731	2000
90	929348826.6	2000	735307.7632	2000	250.3886006	2000
91	919197816.7	2000	731764.6275	2000	248.6731205	2000
92	915510748.6	2000	730126.6095	2000	248.0974973	2000
93	903878945.2	2000	726106.0225	2000	246.3919917	2000
94	899777295.6	2000	724598.938	2000	245.8249737	2000
95	894243298.3	2000	722677.2985	2000	244.591354	2000
96	889590992.9	2000	720786.4139	2000	243.9872817	2000
97	884294460	2000	719151.3151	2000	242.7557379	2000
98	880367610	2000	716876.3726	2000	239.6240462	2000
99	877394020	2000	714684.544	2000	237.2146905	2000
100	876113862.3	2000	714170.6261	2000	236.7347225	2000
101	874898360.6	2000	713915.9734	2000	236.4279733	2000
102	872030756.1	2000	711693.4512	2000	233.8005629	2000
103	870999703.9	2000	710632.5732	2000	231.9398667	2000
104	864646926.2	2000	708142.4745	2000	230.6021216	2000
105	860760736.7	2000	705897.3389	2000	228.6245101	2000
106	856446659.3	2000	704255.5127	2000	228.2206224	2000
107	852866803.8	2000	702272.7833	2000	226.2151025	2000
108	849485678.5	2000	701165.9926	2000	225.5004512	2000
109	848028167.7	2000	699652.3363	2000	223.3286076	2000
110	844734776.8	2000	697445.3252	2000	221.6405534	2000
111	843627684.6	2000	696380.5811	2000	220.0177502	2000
112	837992060.4	2000	694467.2139	2000	219.7709133	2000
113	836844906.5	2000	693539.3116	2000	219.5867531	2000
114	832466523.9	2000	692043.8859	2000	218.2718357	2000
115	830071822.7	2000	691082.6738	2000	218.2873539	2000
116	829565911	2000	690448.6704	2000	217.2294258	2000
117	829329063.5	2000	690090.5537	2000	216.9914809	2000
118	824416641	2000	688951.5736	2000	216.4328492	2000
119	821815594.1	2000	687962.6988	2000	216.5177334	2000
120	817209621.5	2000	686983.3387	2000	216.2509133	2000
121	816065205.3	2000	686281.7205	2000	216.0175868	2000
122	814513324	2000	685332.6459	2000	215.8669922	2000
123	814180614.8	2000	684273.2213	2000	214.1523794	2000
124	811842418.1	2000	683302.0678	2000	213.9664983	2000
125	810417727.2	2000	682586.6542	2000	213.7191593	2000
126	808960389.3	2000	682138.4714	2000	213.6478824	2000
127	807519531.8	2000	681359.3789	2000	213.2860435	2000
128	805306081.8	2000	680569.092	2000	213.1258424	2000
129	802773768.9	2000	680090.9693	2000	213.3359005	2000
130	801073606.1	2000	678925.5141	2000	211.83256	2000
131	800219543.2	2000	678575.628	2000	211.6283963	2000
132	794782440.8	2000	676777.6376	2000	210.9236755	2000
133	794020125.4	2000	676573.37	2000	210.80392	2000
134	793296850.7	2000	675583.8351	2000	209.3065692	2000
135	793049136.3	2000	675380.5007	2000	209.3492117	2000
136	791361868.8	2000	674332.0148	2000	208.8746031	2000
137	790742466.5	2000	673808.0231	2000	208.7060274	2000
138	784057571.5	2000	671278.1896	2000	208.2300137	2000
139	779797255.2	2000	670707.5093	2000	208.1644546	2000
140	777885416.7	2000	670337.445	2000	208.1666733	2000
141	775656077.9	2000	669550.1708	2000	207.9782288	2000
142	773699962.3	2000	668878.9719	2000	207.7582264	2000
143	767489508.1	2000	666673.3805	2000	207.3238952	2000
144	766325679.3	2000	666132.6985	2000	207.3054612	2000
145	764306480	2000	665218.7304	2000	206.28254	2000
146	760646018.6	2000	663663.4352	2000	205.7768452	2000
147	760082394.8	2000	662869.9476	2000	204.4271884	2000
148	755906092.7	2000	661101.1687	2000	203.4031834	2000
149	754618657.9	2000	660480.4162	2000	203.3585285	2000
150	750629702.6	2000	659153.7584	2000	201.9986768	2000
151	749954037.7	2000	658665.6364	2000	201.7983181	2000
152	749265428.3	2000	658256.3606	2000	201.6964288	2000
153	748838957	2000	657769.5002	2000	200.9610561	2000
154	745627134.9	2000	656424.6189	2000	199.6623636	2000
155	743123652.1	2000	655112.5499	2000	198.6162638	2000
156	741423399.1	2000	654136.9612	2000	198.4670084	2000
157	741374360.1	2000	653737.3024	2000	198.2773351	2000
158	740552209.7	2000	653188.9253	2000	197.6944501	2000
159	740160130.1	2000	653104.4858	2000	197.7202122	2000
160	739465261.2	2000	652724.2093	2000	197.6775963	2000
161	739244050.1	2000	652577.5715	2000	197.6564467	2000
162	738754924.9	2000	652189.2092	2000	197.5015961	2000
163	738150024.7	2000	651857.945	2000	197.4588672	2000
164	736996148.2	2000	651065.3109	2000	197.1545151	2000
165	734928841.9	2000	649933.1923	2000	196.9323462	2000
166	734910344.8	2000	649483.4821	2000	196.1465914	2000
167	733023961.9	2000	648705.3203	2000	195.9329397	2000
168	732983353.4	2000	648738.6749	2000	196.0052828	2000
169	731382853	2000	648335.0444	2000	195.9286905	2000
170	728365872.3	2000	647629.432	2000	195.7472059	2000
171	726821349.7	2000	647232.3006	2000	195.7180981	2000
172	725538609.8	2000	646735.8859	2000	195.7258409	2000
173	723723556.4	2000	646365.9019	2000	195.6662782	2000
174	722939326.3	2000	646010.2051	2000	195.6320049	2000
175	722870775.4	2000	646038.5895	2000	195.7386246	2000
176	722747858.7	2000	645906.9927	2000	195.7732988	2000
177	722069341.6	2000	645731.0305	2000	195.9192339	2000
178	721866455.5	2000	645548.0993	2000	195.9648211	2000
179	721128873	2000	644827.7245	2000	195.1234359	2000
180	718577027.4	2000	644438.5865	2000	195.1055358	2000
181	718418849.2	2000	644104.9335	2000	194.3483229	2000
182	718247742.7	2000	643613.4544	2000	193.6228818	2000
183	717592934.3	2000	643534.2337	2000	193.7448002	2000
184	715253863.4	2000	642961.5018	2000	193.7418789	2000
185	714404369.7	2000	642416.0241	2000	192.9176056	2000
186	712937373.3	2000	641937.8178	2000	192.9066967	2000
187	712953896.5	2000	641664.6766	2000	192.3006777	2000
188	711612985	2000	640955.8427	2000	191.6131655	2000
189	711547110.9	2000	640817.6661	2000	191.5637951	2000
190	710783079.1	2000	640139.5776	2000	191.3015587	2000
191	710903364.4	2000	640181.9358	2000	191.2449317	2000
192	710260215.9	2000	639688.3337	2000	190.7324736	2000
193	710013940.6	2000	639649.5593	2000	190.7277233	2000
194	709650074.1	2000	639455.5364	2000	190.7132697	2000
195	709942236.1	2000	639562.6616	2000	190.815697	2000
196	709918637.3	2000	639559.9473	2000	190.8306042	2000
197	709524819.4	2000	639334.011	2000	190.8120744	2000
198	708773217.2	2000	639010.5923	2000	190.7796541	2000
199	709912311.8	2000	639289.0973	2000	190.8583023	2000
200	707686659	2000	638639.5753	2000	190.7503736	2000
201	705125999	2000	637745.4871	2000	190.6770338	2000
202	704464087.7	2000	637314.4288	2000	190.3934192	2000
203	704422137.7	2000	637235.6973	2000	190.3627696	2000
204	703931705.2	2000	636715.7556	2000	189.7065292	2000
205	703272427.5	2000	636318.7188	2000	189.3199282	2000
206	703234144.4	2000	636163.0429	2000	189.3210011	2000
207	700739424.4	2000	635141.1311	2000	189.1852807	2000
208	698368691.5	2000	634393.722	2000	188.8622649	2000
209	698451604.1	2000	634305.3526	2000	188.8362547	2000
210	696792521	2000	633510.6417	2000	188.7295274	2000
211	696173728.4	2000	633161.6227	2000	188.7494375	2000
212	695597461.4	2000	632827.835	2000	188.6944178	2000
213	695897898.1	2000	632808.0646	2000	188.6783972	2000
214	695598368.3	2000	632695.5356	2000	188.6807464	2000
215	694796829.7	2000	632155.3283	2000	188.6230094	2000
216	694437477.2	2000	631792.0585	2000	188.1064182	2000
217	693565662.6	2000	631418.6142	2000	188.0304393	2000
218	693525601.6	2000	631124.3207	2000	187.5583908	2000
219	692998771.5	2000	630851.82	2000	187.2401088	2000
220	692244728.6	2000	630600.1102	2000	187.2424744	2000
221	691787891	2000	630533.4	2000	187.2546979	2000
222	691311877.3	2000	630357.401	2000	187.2362104	2000
223	690174833.4	2000	629915.6612	2000	187.0566947	2000
224	689696577.2	2000	629626.266	2000	186.9378675	2000
225	688229793.6	2000	629152.9312	2000	186.8548696	2000
226	685729617.4	2000	628578.7634	2000	186.7204048	2000
227	684735172.3	2000	628159.5774	2000	186.2930115	2000
228	683873407.3	2000	627984.658	2000	186.2444256	2000
229	684649892	2000	627914.203	2000	186.2134459	2000
230	685273777.7	2000	628021.8044	2000	186.3125933	2000
231	684895853	2000	627967.686	2000	186.3035745	2000
232	685070650.4	2000	628234.8553	2000	186.3392685	2000
233	685056805.9	2000	628180.2504	2000	186.3372981	2000
234	684173833.8	2000	627651.241	2000	185.9851991	2000
235	682595310.6	2000	626635.4107	2000	185.3851046	2000
236	682521509.8	2000	626532.2623	2000	185.1653366	2000
237	681931650.9	2000	626312.5306	2000	185.1640066	2000
238	682058357.8	2000	626397.9712	2000	185.2005847	2000
239	682590284.5	2000	626490.9451	2000	185.1015215	2000
240	682232785.7	2000	626187.3997	2000	185.0523102	2000
241	681661571.1	2000	625945.6402	2000	185.1604146	2000
242	681199754.3	2000	625740.2038	2000	185.1499988	2000
243	680880527.6	2000	625468.9749	2000	184.9229242	2000
244	679818989.4	2000	624688.0359	2000	184.6464926	2000
245	679985330.7	2000	624802.1256	2000	184.6443531	2000
246	679685604.5	2000	624703.7934	2000	184.588034	2000
247	680381548.6	2000	624741.9493	2000	184.6267975	2000
248	680133612.5	2000	624664.0167	2000	184.5919016	2000
249	678849005.4	2000	624247.7543	2000	184.2149331	2000
250	678828816.3	2000	624172.7405	2000	184.1975685	2000
251	678790252.6	2000	623966.1197	2000	183.953877	2000
252	677884722.9	2000	623710.2431	2000	183.6315077	2000
253	677660914.1	2000	623588.2428	2000	183.5144112	2000
254	677497515.2	2000	623549.8267	2000	183.4472144	2000
255	677355187.2	2000	623352.6744	2000	183.4252554	2000
256	677410623.1	2000	623362.3184	2000	183.4419882	2000
257	677341849.1	2000	623367.7606	2000	183.4894349	2000
258	677589313.4	2000	623491.2277	2000	183.5398636	2000
259	677532008.2	2000	623488.731	2000	183.5870068	2000
260	676594067.4	2000	623301.6327	2000	183.6752983	2000
261	676218485.5	2000	623226.3225	2000	183.7435908	2000
262	676173780.2	2000	623155.258	2000	183.7199426	2000
263	676511820.2	2000	623109.3621	2000	183.7129849	2000
264	675483910	2000	622911.9779	2000	183.6443524	2000
265	672982333.4	2000	621962.7067	2000	183.5333283	2000
266	673042828.3	2000	622039.9023	2000	183.5898493	2000
267	673471804.8	2000	621882.8862	2000	183.5222425	2000
268	672285714.7	2000	621231.4059	2000	183.441516	2000
269	672210511.6	2000	620934.082	2000	183.3533219	2000
270	671227214.6	2000	620598.1963	2000	183.3005875	2000
271	670502787.3	2000	620413.9214	2000	183.2865719	2000
272	669338360.9	2000	620030.3904	2000	183.2026385	2000
273	669100280.1	2000	619664.8884	2000	183.0374164	2000
274	669165709.2	2000	619747.0274	2000	183.0626098	2000
275	669037154.6	2000	619522.7821	2000	182.7307086	2000
276	668821565.9	2000	619451.7455	2000	182.7923823	2000
277	668715855.7	2000	619372.3623	2000	182.6009511	2000
278	668233853.1	2000	619101.7541	2000	182.5464689	2000
279	667988881.3	2000	619107.4387	2000	182.4945053	2000
280	667732572.7	2000	619033.9217	2000	182.4582503	2000
281	668169262.8	2000	618938.1089	2000	182.4250016	2000
282	667708307.9	2000	618714.775	2000	182.3800282	2000
283	667726718.5	2000	618641.5884	2000	182.3067701	2000
284	667649697.4	2000	618543.6782	2000	182.3073092	2000
285	667777869.8	2000	618632.2337	2000	182.3318944	2000
286	667252686.6	2000	618566.9178	2000	182.2948069	2000
287	666025452.9	2000	618187.0577	2000	182.3587097	2000
288	665553242.5	2000	618103.9268	2000	182.3810184	2000
289	665681661.5	2000	618221.0456	2000	182.4494087	2000
290	665859713.9	2000	618092.7396	2000	182.185576	2000
291	665842545.1	2000	618032.9957	2000	182.0184753	2000
292	665716220.6	2000	617825.2246	2000	181.6757379	2000
293	665470972.9	2000	617705.4744	2000	181.6967775	2000
294	665808050.5	2000	617604.8689	2000	181.6856814	2000
295	665964624.7	2000	617583.5997	2000	181.6091981	2000
296	666085977.9	2000	617637.5133	2000	181.6636272	2000
297	666256148.4	2000	617624.1355	2000	181.6408109	2000
298	666038396.3	2000	617500.5045	2000	181.5951572	2000
299	666485066.7	2000	617412.6489	2000	181.534326	2000
300	666218482.9	2000	617274.3997	2000	181.4496931	2000
301	666350501	2000	617265.6376	2000	181.2361124	2000
302	666510726.9	2000	617291.6141	2000	181.2374564	2000
303	666246959.5	2000	617132.5531	2000	181.1569218	2000
304	666178669.3	2000	616818.6349	2000	180.6916996	2000
305	665018148.4	2000	616101.3319	2000	180.5773298	2000
306	665364821.3	2000	616171.6789	2000	180.5495138	2000
307	665112272.7	2000	616107.5963	2000	180.5877972	2000
308	664746954.7	2000	615855.503	2000	180.430962	2000
309	664521384.2	2000	615825.5677	2000	180.4724963	2000
310	664604391.7	2000	615811.1911	2000	180.4933438	2000
311	664370153.3	2000	615750.9125	2000	180.4905422	2000
312	663896412.6	2000	615422.4121	2000	180.2112811	2000
313	664122552.1	2000	615384.4575	2000	180.1748434	2000
314	664020910.3	2000	615333.0273	2000	180.1063162	2000
315	663788141.7	2000	615158.0481	2000	179.9283482	2000
316	663250999.8	2000	614819.5955	2000	179.7265495	2000
317	663263077.8	2000	614827.8096	2000	179.7258562	2000
318	663288243.6	2000	614872.4095	2000	179.7436825	2000
319	662154129	2000	614592.6015	2000	179.6888025	2000
320	662023563	2000	614534.5886	2000	179.7411164	2000
321	662242426	2000	614558.1731	2000	179.748501	2000
322	662039035	2000	614317.8931	2000	179.681031	2000
323	661348961.8	2000	614059.8449	2000	179.7067463	2000
324	660201961.3	2000	613440.5206	2000	179.5351128	2000
325	659935840.2	2000	613143.0753	2000	179.1950623	2000
326	659727072.4	2000	613091.1918	2000	179.2064299	2000
327	659364878.2	2000	612943.0041	2000	179.1643636	2000
328	659606806.2	2000	613004.0076	2000	179.0881781	2000
329	659494852.7	2000	612875.992	2000	179.0488848	2000
330	659397287.9	2000	612820.1115	2000	179.0176983	2000
331	658637478.6	2000	612251.7868	2000	178.9320523	2000
332	657924592.7	2000	611617.3192	2000	178.7323277	2000
333	658424602.6	2000	611722.6384	2000	178.5338533	2000
334	658523235.5	2000	611686.6562	2000	178.4796507	2000
335	658368806.3	2000	611651.6931	2000	178.4673655	2000
336	658202714	2000	611620.3039	2000	178.5109209	2000
337	658120495	2000	611595.2878	2000	178.5060702	2000
338	657837247.6	2000	611695.8491	2000	178.5996976	2000
339	657912637.2	2000	611641.88	2000	178.5593933	2000
340	656870287.8	2000	611040.8808	2000	178.1965708	2000
341	656809592.9	2000	611020.0088	2000	178.231647	2000
342	656057187.1	2000	610963.5143	2000	178.271362	2000
343	655762194.9	2000	610791.3698	2000	178.2130504	2000
344	655676431.5	2000	610666.8011	2000	178.2043387	2000
345	655524225.2	2000	610648.0676	2000	178.2265797	2000
346	655105693.9	2000	610097.7724	2000	177.6755335	2000
347	653844949.5	2000	609731.1836	2000	177.5396184	2000
348	654062295.1	2000	609798.4718	2000	177.5668488	2000
349	654303359.7	2000	609842.2362	2000	177.5610062	2000
350	654344428.7	2000	609531.8307	2000	177.3203091	2000
351	655128402.2	2000	609721.7498	2000	177.3146065	2000
352	654894406.7	2000	609451.5545	2000	177.214969	2000
353	654422951.1	2000	609254.5767	2000	177.2167038	2000
354	654016292.2	2000	609149.0724	2000	177.2052915	2000
355	654107187.9	2000	609098.5752	2000	177.1785068	2000
356	654007712.5	2000	608717.2995	2000	176.6430132	2000
357	654045819.1	2000	608767.4559	2000	176.7173765	2000
358	653936918.8	2000	608762.635	2000	176.6894811	2000
359	653864583.2	2000	608741.7694	2000	176.6849581	2000
360	654135629	2000	608789.8634	2000	176.6966845	2000
361	653326816.6	2000	608273.6947	2000	176.572099	2000
362	652753372.2	2000	608124.2152	2000	176.5164504	2000
363	652475489.6	2000	608045.9272	2000	176.4877233	2000
364	652230281.7	2000	608071.8572	2000	176.5518584	2000
365	652366172.2	2000	608128.6738	2000	176.5640198	2000
366	652282549.4	2000	608066.3036	2000	176.5545208	2000
367	651678860.1	2000	607967.673	2000	176.6246738	2000
368	651443195.2	2000	607775.3271	2000	176.5505462	2000
369	651241927.2	2000	607719.2365	2000	176.6588721	2000
370	651077743.7	2000	607555.9616	2000	176.3978339	2000
371	651041470.7	2000	607619.2958	2000	176.4653293	2000
372	651617254	2000	607766.1152	2000	176.5507777	2000
373	650974626	2000	607621.1647	2000	176.5349653	2000
374	651360191.4	2000	607654.0377	2000	176.5234157	2000
